Country,Species,Common,Code,L_inf,k,t0,M,Wa,Wb,m50,m95
Indonesia,Caesio caerulaurea,Blue and gold fusilier,CAESCA,"FishBase (2010) Life history data on Caesio caerulaurea, blue and gold fusilier. Accessed 12/18/15.","FishBase (2010) Life history data on Caesio caerulaurea, blue and gold fusilier. Accessed 12/18/15.","FishBase (2010) Life history data on Caesio caerulaurea, blue and gold fusilier. Accessed 12/18/15.","FishBase (2010) Life history data on Caesio caerulaurea, blue and gold fusilier. Accessed 12/18/15.","Kulbicki M, N Guillemot, & M Amand (2005) A general approach to length-weight relationships for New Caledonian lagoon fishes. Cybium, 29(3), 235-252.","Kulbicki M, N Guillemot, & M Amand (2005) A general approach to length-weight relationships for New Caledonian lagoon fishes. Cybium, 29(3), 235-252.","FishBase (2010) Life history data on Caesio caerulaurea, blue and gold fusilier. Accessed 12/18/15.",Incofish equation: M95=M50*1.14.
Indonesia,Caesio cuning,Yellowtail fusilier,CAESCU,"Carpenter, K.E., 1987. Revision of the Indo-Pacific fish family Caesionidae (Lutjanoidea); with descriptions of five new species [WWW Document]. Indo-Pac. Fish. (15). URL http://www.reefbase.org/resource_center/publication/pub_9448.aspx (accessed 2.4.16).","Carpenter, K.E., 1987. Revision of the Indo-Pacific fish family Caesionidae (Lutjanoidea); with descriptions of five new species [WWW Document]. Indo-Pac. Fish. (15). URL http://www.reefbase.org/resource_center/publication/pub_9448.aspx (accessed 2.4.16).","Carpenter, K.E., 1987. Revision of the Indo-Pacific fish family Caesionidae (Lutjanoidea); with descriptions of five new species [WWW Document]. Indo-Pac. Fish. (15). URL http://www.reefbase.org/resource_center/publication/pub_9448.aspx (accessed 2.4.16).","Carpenter, K.E., 1987. Revision of the Indo-Pacific fish family Caesionidae (Lutjanoidea); with descriptions of five new species [WWW Document]. Indo-Pac. Fish. (15). URL http://www.reefbase.org/resource_center/publication/pub_9448.aspx (accessed 2.4.16).","Longenecker, K., Langston, R., Bolick, H., Kondio, U., 2014. Rapid reproductive analysis and length–weight relation for red-bellied fusilier, Caesio cuning, and longfin emperor, Lethrinus erythropterus (Actinopterygii: Perciformes: Caesionidae and Lethrinidae) from a remote village in Papua New Guinea. Acta Ichthyol. Piscat. 44, 75–84. doi:10.3750/AIP2014.44.1.10","Longenecker, K., Langston, R., Bolick, H., Kondio, U., 2014. Rapid reproductive analysis and length–weight relation for red-bellied fusilier, Caesio cuning, and longfin emperor, Lethrinus erythropterus (Actinopterygii: Perciformes: Caesionidae and Lethrinidae) from a remote village in Papua New Guinea. Acta Ichthyol. Piscat. 44, 75–84. doi:10.3750/AIP2014.44.1.10","Longenecker, K., Langston, R., Bolick, H., Kondio, U., 2014. Rapid reproductive analysis and length–weight relation for red-bellied fusilier, Caesio cuning, and longfin emperor, Lethrinus erythropterus (Actinopterygii: Perciformes: Caesionidae and Lethrinidae) from a remote village in Papua New Guinea. Acta Ichthyol. Piscat. 44, 75–84. doi:10.3750/AIP2014.44.1.10",Incofish equation: M95=M50*1.14.
Indonesia,Caesio teres,Yellow and blueback fusilier,CAESTE,"FishBase (2010) Life history data on Caesio teres, yellow and blueback fusilier. Accessed 12/18/15. Heemstra PC (1995) Additions and corrections for the 1995 impression. p. v-xv. In MM Smith & PC Heemstra (eds.) Revised Edition of Smiths' Sea Fishes. Springer-Verlag, Berlin.","FishBase (2010) Life history data on Caesio teres, yellow and blueback fusilier. Accessed 12/18/15.","FishBase (2010) Life history data on Caesio teres, yellow and blueback fusilier. Accessed 12/18/15.","FishBase (2010) Life history data on Caesio teres, yellow and blueback fusilier. Accessed 12/18/15.","Kulbicki M, N Guillemot, & M Amand (2005) A general approach to length-weight relationships for New Caledonian lagoon fishes. Cybium, 29(3), 235-252.","Kulbicki M, N Guillemot, & M Amand (2005) A general approach to length-weight relationships for New Caledonian lagoon fishes. Cybium, 29(3), 235-252.","FishBase (2010) Life history data on Caesio teres, yellow and blueback fusilier. Accessed 12/18/15.",Incofish equation: M95=M50*1.14.
Indonesia,Caranx ignobilis,Giant trevally,CARAIG,"Abdussamad, E.M., Kasim, H.M., Balasubramanian, T.S., 2008. Distribution, biology and behaviour of the giant trevally, Caranx ignobilis - a candidate species for mariculture. Bengladesh J. Fish. Res.","Abdussamad, E.M., Kasim, H.M., Balasubramanian, T.S., 2008. Distribution, biology and behaviour of the giant trevally, Caranx ignobilis - a candidate species for mariculture. Bengladesh J. Fish. Res.","Abdussamad, E.M., Kasim, H.M., Balasubramanian, T.S., 2008. Distribution, biology and behaviour of the giant trevally, Caranx ignobilis - a candidate species for mariculture. Bengladesh J. Fish. Res.","Paxton, J.R., D.F. Hoese, G.R.A. and J.E.H., 1989. Pisces. Petromyzontidae to Carangidae [WWW Document]. Zool. Cat. Aust. Vol. 7. Aust. Gov. Publ. Serv. Canberra. URL http://www.reefbase.org/resource_center/publication/pub_6821.aspx (accessed 2.4.16).","Pauly, D., Cabanban, A. and Torres Jr., F.S.B., 1996. Fishery biology of 40 trawl-caught teleosts of western Indonesia [WWW Document]. Baseline Stud. biodiversitythe fish Resour. West. Indones. ICLARM Stud. Rev. 23. URL http://www.fishbase.org/references/FBRefSummary.php?id=12260&speccode=491&lang=french (accessed 2.4.16).","Pauly, D., Cabanban, A. and Torres Jr., F.S.B., 1996. Fishery biology of 40 trawl-caught teleosts of western Indonesia [WWW Document]. Baseline Stud. biodiversitythe fish Resour. West. Indones. ICLARM Stud. Rev. 23. URL http://www.fishbase.org/references/FBRefSummary.php?id=12260&speccode=491&lang=french (accessed 2.4.16).","Williams, F., 1965. Further notes on the biology of East African pelagic fishes of the families Carangidae and Sphyraenidae.",Incofish equation: M95=M50*1.14.
Indonesia,Cephalopholis urodeta,Darkfin hind,CEPHUR,"Fry GC, DT Brewer, & WN Venables (2006) Vulnerability of deepwater demersal fishes to commercial fishing: evidence from a study around a tropical volcanic seamount in Papua New Guinea. Fisheries Research, 81(2-3), 126-141.","Fry GC, DT Brewer, & WN Venables (2006) Vulnerability of deepwater demersal fishes to commercial fishing: evidence from a study around a tropical volcanic seamount in Papua New Guinea. Fisheries Research, 81(2-3), 126-141.","Fry GC, DT Brewer, & WN Venables (2006) Vulnerability of deepwater demersal fishes to commercial fishing: evidence from a study around a tropical volcanic seamount in Papua New Guinea. Fisheries Research, 81(2-3), 126-141.","Fry GC, DT Brewer, & WN Venables (2006) Vulnerability of deepwater demersal fishes to commercial fishing: evidence from a study around a tropical volcanic seamount in Papua New Guinea. Fisheries Research, 81(2-3), 126-141.","Kulbicki M, N Guillemot, & M Amand (2005) A general approach to length-weight relationships for New Caledonian lagoon fishes. Cybium, 29(3), 235-252.","Kulbicki M, N Guillemot, & M Amand (2005) A general approach to length-weight relationships for New Caledonian lagoon fishes. Cybium, 29(3), 235-252.","Lau PPF & LWH Li (2000) Identification guide to fishes in the live seafood trade of the Asia-Pacific region. WWF Hong Kong & Hong Kong Agriculture, Fisheries and Conservation Department.",Incofish equation: M95=M50*1.14.
Indonesia,Cromileptes altivelis,Humpback grouper,CROMAL,"Williams AJ, CR Davies, BD Mapstone, et al. (2009) Age-based demography of humpback grouper Cromileptes altivelis: implications for fisheries management and conservation. Endangered Species Research 9, 67-79.","Williams AJ, CR Davies, BD Mapstone, et al. (2009) Age-based demography of humpback grouper Cromileptes altivelis: implications for fisheries management and conservation. Endangered Species Research 9, 67-79.","Williams AJ, CR Davies, BD Mapstone, et al. (2009) Age-based demography of humpback grouper Cromileptes altivelis: implications for fisheries management and conservation. Endangered Species Research, 9, 67-79.","Williams AJ, CR Davies, BD Mapstone, et al. (2009) Age-based demography of humpback grouper Cromileptes altivelis: implications for fisheries management and conservation. Endangered Species Research, 9, 67-79.","Williams AJ, CR Davies, BD Mapstone, et al. (2009) Age-based demography of humpback grouper Cromileptes altivelis: implications for fisheries management and conservation. Endangered Species Research, 9, 67-79.","Williams AJ, CR Davies, BD Mapstone, et al. (2009) Age-based demography of humpback grouper Cromileptes altivelis: implications for fisheries management and conservation. Endangered Species Research, 9, 67-79.","Williams AJ, CR Davies, BD Mapstone, et al. (2009) Age-based demography of humpback grouper Cromileptes altivelis: implications for fisheries management and conservation. Endangered Species Research, 9, 67-79.","Williams AJ, CR Davies, BD Mapstone, et al. (2009) Age-based demography of humpback grouper Cromileptes altivelis: implications for fisheries management and conservation. Endangered Species Research, 9, 67-79."
Indonesia,Epinephelus bleekeri,Bleeker's grouper,EPINBL,"FishBase (2007) Life history data on Epinephelus bleekeri, duskytail grouper. Accessed 1/4/16. Chan WL (1968) Marine fishes of Hong Kong. Part 1. Government Press, Hong Kong.","FishBase (2007) Life history data on Epinephelus bleekeri, duskytail grouper. Accessed 1/4/16. Mathews CP & M Samuel (1991) Growth, mortality and length-weight parameters for some Kuwaiti fish and shrimp. Fishbyte, 9(2),30-33.","FishBase (2007) Life history data on Epinephelus bleekeri, duskytail grouper. Accessed 1/4/16.","Mathews CP & M Samuel (1991) Growth, mortality and length-weight parameters for some Kuwaiti fish and shrimp. Fishbyte, 9(2),30-33.","Yanagawa H (1994) Length-weight relationship of Gulf of Thailand fishes. Naga ICLARM Quarterly, 17(4), 48-52.","Yanagawa H (1994) Length-weight relationship of Gulf of Thailand fishes. Naga ICLARM Quarterly, 17(4), 48-52.","Lau PPF & LWH Li (2000) Identification guide to fishes in the live seafood trade of the Asia-Pacific region. WWF Hong Kong & Hong Kong Agriculture, Fisheries and Conservation Department.",Incofish equation: M95=M50*1.14.
Indonesia,Epinephelus faveatus,Barred-chest grouper,EPINFA,"FishBase (2010) Life history data on Epinephelus faveatus, barred-chest grouper. Accessed 1/4/16. Heemstra PC & JE Randall (1993) FAO Species Catalogue. Vol. 16. Groupers of the world (family Serranidae, subfamily Epinephelinae). An annotated and illustrated catalogue of the grouper, rockcod, hind, coral grouper and lyretail species known to date. Rome: FAO. FAO Fish. Synop., 125(16), 382 p.","FishBase (2010) Life history data on Epinephelus faveatus, barred-chest grouper. Accessed 1/4/16.","FishBase (2010) Life history data on Epinephelus faveatus, barred-chest grouper. Accessed 1/4/16.","FishBase (2010) Life history data on Epinephelus faveatus, barred-chest grouper. Accessed 1/4/16.","Froese R, J Thorson, & RB Reyes Jr (2013) A Bayesian approach for estimating length-weight relationships in fishes. Journal of Applied Ichthyology, (2013), 1-7.","Froese R, J Thorson, & RB Reyes Jr (2013) A Bayesian approach for estimating length-weight relationships in fishes. Journal of Applied Ichthyology, (2013), 1-7.","FishBase (2010) Life history data on Epinephelus faveatus, barred-chest grouper. Accessed 1/4/16.",Incofish equation: M95=M50*1.14.
Indonesia,Epinephelus fuscoguttatus,"Brown-marble, tiger grouper",EPINFU,"Pears RJ, JH Choat, BD Mapstone, & GA Begg (2006) Demography of a large grouper, Epinephelus fuscoguttatus, from Australia's Great Barrier Reef: implications for fishery management. Marine Ecology Progress Series, 307, 259-272.","Pears RJ, JH Choat, BD Mapstone, & GA Begg (2006) Demography of a large grouper, Epinephelus fuscoguttatus, from Australia's Great Barrier Reef: implications for fishery management. Marine Ecology Progress Series, 307, 259-272.","Pears RJ, JH Choat, BD Mapstone, & GA Begg (2006) Demography of a large grouper, Epinephelus fuscoguttatus, from Australia's Great Barrier Reef: implications for fishery management. Marine Ecology Progress Series, 307, 259-272.","Palomares MLD & D Pauly (1998) Predicting food consumption of fish populations as functions of mortality, food type, morphometrics, temperature and salinity. Marine & Freshwater Research, 49, 447-53.","Pears RJ, JH Choat, BD Mapstone, & GA Begg (2006) Demography of a large grouper, Epinephelus fuscoguttatus, from Australia's Great Barrier Reef: implications for fishery management. Marine Ecology Progress Series, 307, 259-272.","Pears RJ, JH Choat, BD Mapstone, & GA Begg (2006) Demography of a large grouper, Epinephelus fuscoguttatus, from Australia's Great Barrier Reef: implications for fishery management. Marine Ecology Progress Series, 307, 259-272.","Pears RJ, JH Choat, BD Mapstone, & GA Begg (2006) Demography of a large grouper, Epinephelus fuscoguttatus, from Australia's Great Barrier Reef: implications for fishery management. Marine Ecology Progress Series, 307, 259-272.",Incofish equation: M95=M50*1.14.
Indonesia,Epinephelus hexagonatus,Starspotted grouper,EPINHE,"Murty VS (2002) Marine ornamental fish resources of Lakshadweep. Central Marine Fisheries Research Institute, Cochin. Indian Council of Agricultural Research.","Murty VS (2002) Marine ornamental fish resources of Lakshadweep. Central Marine Fisheries Research Institute, Cochin. Indian Council of Agricultural Research.","Murty VS (2002) Marine ornamental fish resources of Lakshadweep. Central Marine Fisheries Research Institute, Cochin. Indian Council of Agricultural Research.","Murty VS (2002) Marine ornamental fish resources of Lakshadweep. Central Marine Fisheries Research Institute, Cochin. Indian Council of Agricultural Research.","Yanagawa H (1994) Length-weight relationship of Gulf of Thailand fishes. Naga ICLARM Quarterly, 17(4), 48-52.","Yanagawa H (1994) Length-weight relationship of Gulf of Thailand fishes. Naga ICLARM Quarterly, 17(4), 48-52.","Yanagawa H (1994) Length-weight relationship of Gulf of Thailand fishes. Naga ICLARM Quarterly, 17(4), 48-52.",Incofish equation: M95=M50*1.14.
Indonesia,Epinephelus merra,Honeycomb grouper,EPINME,"Pothin K, Y Letourneur, & R Lecomte-Finiger (2004) Age, growth and mortality of the tropical grouper Epinephelus merra (Pisces, Serranidae) on Reunion Island, SW Indian Ocean. Vie et Milieu, 54(4), 193-202.","Pothin K, Y Letourneur, & R Lecomte-Finiger (2004) Age, growth and mortality of the tropical grouper Epinephelus merra (Pisces, Serranidae) on Reunion Island, SW Indian Ocean. Vie et Milieu, 54(4), 193-202.","Pothin K, Y Letourneur, & R Lecomte-Finiger (2004) Age, growth and mortality of the tropical grouper Epinephelus merra (Pisces, Serranidae) on Reunion Island, SW Indian Ocean. Vie et Milieu, 54(4), 193-202.","Pothin K, Y Letourneur, & R Lecomte-Finiger (2004) Age, growth and mortality of the tropical grouper Epinephelus merra (Pisces, Serranidae) on Reunion Island, SW Indian Ocean. Vie et Milieu, 54(4), 193-202.","Kulbicki M, N Guillemot, & M Amand (2005) A general approach to length-weight relationships for New Caledonian lagoon fishes. Cybium, 29(3), 235-252.","Kulbicki M, N Guillemot, & M Amand (2005) A general approach to length-weight relationships for New Caledonian lagoon fishes. Cybium, 29(3), 235-252.","Pothin K, Y Letourneur, & R Lecomte-Finiger (2004) Age, growth and mortality of the tropical grouper Epinephelus merra (Pisces, Serranidae) on Reunion Island, SW Indian Ocean. Vie et Milieu, 54(4), 193-202.",Incofish equation: M95=M50*1.14.
